C03. Berapa jumlah perusahaan/ instansi/ institusi yang sudah Anda lamar (lewat surat/ e-mail) sebelum Anda memperoleh pekerjaan pertama?,C05. Berapa jumlah perusahaan/ instansi/ institusi yang mengundang Anda untuk wawancara?,"[G01. Perbandingan Kompetensi A : PADA SAAT LULUS, pada tingkat mana kompetensi di bawah ini Anda kuasai?] G01_4. Penggunaan Teknologi Informasi","[C02. Bagaimana Anda mencari pekerjaan tersebut?] C02_11. Melalui relasi (misalnya dosen, orang tua, saudara, teman, dll.)",[C02. Bagaimana Anda mencari pekerjaan tersebut?] C02_5. Dihubungi oleh perusahaan,[B01. Menurut Anda seberapa besar metode pembelajaran berikut ini dilaksanakan di program studi Anda?] B01_2. Demonstrasi (Peragaan /Gaya Pembelajaran),"[G01. Perbandingan Kompetensi A : PADA SAAT LULUS, pada tingkat mana kompetensi di bawah ini Anda kuasai?] G01_3. Bahasa Inggris",[C02. Bagaimana Anda mencari pekerjaan tersebut?] C02_7. Menghubungi agen tenaga kerja komersial/swasta,"[G01. Perbandingan Kompetensi A : PADA SAAT LULUS, pada tingkat mana kompetensi di bawah ini Anda kuasai?] G01_1. Etika",[B01. Menurut Anda seberapa besar metode pembelajaran berikut ini dilaksanakan di program studi Anda?] B01_1. Perkuliahan,[B01. Menurut Anda seberapa besar metode pembelajaran berikut ini dilaksanakan di program studi Anda?] B01_7. Diskusi,[C02. Bagaimana Anda mencari pekerjaan tersebut?] C02_12. Membangun bisnis sendiri,S04. Program Studi,[B01. Menurut Anda seberapa besar metode pembelajaran berikut ini dilaksanakan di program studi Anda?] B01_4. Magang,"[C02. Bagaimana Anda mencari pekerjaan tersebut?] C02_1. Melalui iklan di koran/majalah, brosur",[C02. Bagaimana Anda mencari pekerjaan tersebut?] C02_6. Menghubungi Kemenakertrans,[C02. Bagaimana Anda mencari pekerjaan tersebut?] C02_3. Pergi ke bursa/pameran kerja,[C02. Bagaimana Anda mencari pekerjaan tersebut?] C02_14. Bekerja di tempat yang sama dengan tempat kerja semasa kuliah,C04. Berapa jumlah perusahaan / instansi / institusi yang merespon lamaran Anda?,[C02. Bagaimana Anda mencari pekerjaan tersebut?] C02_2. Melamar ke perusahaan tanpa mengetahui lowongan yang ada,"[G01. Perbandingan Kompetensi A : PADA SAAT LULUS, pada tingkat mana kompetensi di bawah ini Anda kuasai?] G01_5. Komunikasi",[C02. Bagaimana Anda mencari pekerjaan tersebut?] C02_15. Lainnya : (Tulis jawaban pada pertanyaan berikutnya),[C02. Bagaimana Anda mencari pekerjaan tersebut?] C02_9. Menghubungi kantor kemahasiswaan/hubungan alumni,A01. Sertifikasi profesi apa yang Anda dapatkan setelah lulus?,[B01. Menurut Anda seberapa besar metode pembelajaran berikut ini dilaksanakan di program studi Anda?] B01_6. Kerja Lapangan,[B01. Menurut Anda seberapa besar metode pembelajaran berikut ini dilaksanakan di program studi Anda?] B01_3. Partisipasi dalam proyek riset,[C02. Bagaimana Anda mencari pekerjaan tersebut?] C02_4. Mencari lewat internet/iklan online/milis,"[G01. Perbandingan Kompetensi A : PADA SAAT LULUS, pada tingkat mana kompetensi di bawah ini Anda kuasai?] G01_2. Keahlian berdasarkan bidang ilmu
","[G01. Perbandingan Kompetensi A : PADA SAAT LULUS, pada tingkat mana kompetensi di bawah ini Anda kuasai?] G01_7. Pengembangan Diri",[B01. Menurut Anda seberapa besar metode pembelajaran berikut ini dilaksanakan di program studi Anda?] B01_5. Praktikum,[C02. Bagaimana Anda mencari pekerjaan tersebut?] C02_8. Memperoleh informasi dari pusat/kantor pengembangan karir fakultas/universitas,[C02. Bagaimana Anda mencari pekerjaan tersebut?] C02_10. Membangun jejaring (network) sejak masih kuliah,[C02. Bagaimana Anda mencari pekerjaan tersebut?] C02_13. Melalui penempatan kerja atau magang,"[G01. Perbandingan Kompetensi A : PADA SAAT LULUS, pada tingkat mana kompetensi di bawah ini Anda kuasai?] G01_6. Kerja sama tim",Skor_Inisiatif_Mencari_Kerja,Skor_Rata2_MetodeBelajar,Skor_Rata2_Kompetensi,Target_Klaster,Nama_Pola_Karir
121.0,3.0,3.0,Pilihan,Pilihan,5,4.0,,3.0,5,5,Pilihan,Arsitektur S1,5.0,Pilihan,,,,8.0,Pilihan,4.0,,,0,5,4,Pilihan,4.0,5.0,5.0,,,,4.0,-6.0,4.857142857142857,3.857142857142857,1,Karir Linear
20.0,5.0,4.0,,,4,4.0,,4.0,4,5,,Hubungan Masyarakat,4.0,,,,,10.0,,4.0,,,0,3,4,Pilihan,4.0,4.0,3.0,,,,4.0,6.0,3.857142857142857,4.0,0,Karir Lintas Jalur
30.0,8.0,5.0,Pilihan,,4,4.0,,5.0,4,4,,Manajemen S1,4.0,,,,,17.0,,4.0,,,-,4,4,,4.0,4.0,4.0,,,Pilihan,4.0,-4.0,4.0,4.285714285714286,0,Karir Lintas Jalur
20.0,10.0,5.0,Pilihan,,5,4.0,,5.0,5,5,,Psikologi S1,5.0,Pilihan,,,,10.0,,4.0,,,0,5,5,Pilihan,5.0,5.0,5.0,,,,5.0,5.0,5.0,4.714285714285714,1,Karir Linear
10.0,8.0,4.0,Pilihan,,4,4.0,,4.0,5,4,Pilihan,Periklanan,4.0,,,,,8.0,,4.0,,,0,4,4,Pilihan,4.0,4.0,4.0,,Pilihan,,4.0,6.0,4.142857142857143,4.0,3,Karir Elit
100.0,10.0,4.0,Pilihan,,3,4.0,,4.0,4,4,,Psikologi S1,5.0,,,Pilihan,,10.0,,3.0,,,0,4,4,Pilihan,3.0,4.0,4.0,,Pilihan,Pilihan,3.0,18.0,4.0,3.5714285714285716,3,Karir Elit
1.0,1.0,4.0,,,4,4.0,,4.0,4,4,,Teknik Sipil S1,4.0,,,,,1.0,,4.0,,,0,4,4,,4.0,4.0,4.0,Pilihan,,,4.0,48.0,4.0,4.0,1,Karir Linear
5.0,3.0,5.0,,,4,5.0,,5.0,5,5,,Teknik Informatika S1,4.0,Pilihan,,,,4.0,,5.0,,,0,5,4,,4.0,5.0,5.0,,,,5.0,-3.0,4.571428571428571,4.857142857142857,3,Karir Elit
5.0,2.0,4.0,,Pilihan,5,5.0,,5.0,5,5,,Teknik Informatika S1,4.0,,,,,4.0,,4.0,,,0,4,4,,5.0,5.0,5.0,,,,4.0,-1.0,4.571428571428571,4.571428571428571,1,Karir Linear
7.0,2.0,4.0,,,5,5.0,,5.0,5,4,,Teknik Informatika S1,5.0,Pilihan,,,,5.0,,5.0,,,0,4,4,,5.0,4.0,5.0,,,,5.0,-2.0,4.571428571428571,4.714285714285714,0,Karir Lintas Jalur
30.0,6.0,3.0,Pilihan,,3,3.0,,5.0,4,3,,Teknik Sipil S1,4.0,,,,,6.0,Pilihan,4.0,,,0,4,4,Pilihan,5.0,4.0,4.0,,,,5.0,3.0,3.7142857142857144,4.142857142857143,0,Karir Lintas Jalur
2.0,1.0,3.0,,,2,3.0,,5.0,4,3,,Teknik Sipil S1,2.0,,,,,1.0,,3.0,Pilihan,,0,2,2,,3.0,3.0,4.0,,,,3.0,1.0,2.7142857142857144,3.2857142857142856,1,Karir Linear
2.0,2.0,5.0,,,4,5.0,,5.0,4,4,,Teknik Informatika S1,4.0,Pilihan,,,,2.0,,5.0,,,0,4,4,,5.0,5.0,4.0,,,,5.0,-3.0,4.0,5.0,0,Karir Lintas Jalur
3.0,3.0,4.0,,,5,3.0,,5.0,5,5,,Teknik Informatika S1,4.0,Pilihan,,,,4.0,,5.0,,,0,4,5,,5.0,5.0,5.0,,,,5.0,-4.0,4.714285714285714,4.571428571428571,0,Karir Lintas Jalur
2.0,2.0,4.0,,,4,4.0,,5.0,5,4,,Teknik Informatika S1,5.0,Pilihan,,,,4.0,,5.0,,,0,5,5,,5.0,5.0,4.0,,,,5.0,-4.0,4.571428571428571,4.714285714285714,1,Karir Linear
4.0,1.0,4.0,,,5,3.0,,5.0,5,4,,Teknik Informatika S1,5.0,,,,,1.0,,5.0,,,0,4,5,Pilihan,4.0,5.0,4.0,,,,5.0,-4.0,4.571428571428571,4.428571428571429,0,Karir Lintas Jalur
1.0,1.0,4.0,,,4,5.0,Pilihan,5.0,5,4,,Teknik Informatika S1,4.0,,,,,1.0,,5.0,,,0,5,3,,4.0,5.0,5.0,,,,4.0,-4.0,4.285714285714286,4.571428571428571,0,Karir Lintas Jalur
2.0,1.0,4.0,,,4,3.0,,5.0,5,5,,Teknik Informatika S1,5.0,,,,,1.0,,5.0,,,0,5,5,Pilihan,4.0,5.0,4.0,,,,4.0,-4.0,4.714285714285714,4.285714285714286,0,Karir Lintas Jalur
8.0,2.0,4.0,,,4,4.0,,5.0,5,4,,Teknik Informatika S1,3.0,,,Pilihan,,5.0,,5.0,,,0,4,3,,5.0,5.0,4.0,,,,5.0,-5.0,3.857142857142857,4.714285714285714,1,Karir Linear
9.0,3.0,4.0,,,5,4.0,,5.0,5,4,,Teknik Informatika S1,4.0,Pilihan,,,,5.0,,5.0,,,0,4,5,,5.0,5.0,4.0,,,,5.0,-5.0,4.428571428571429,4.714285714285714,0,Karir Lintas Jalur
6.0,2.0,4.0,,,5,4.0,,5.0,5,4,,Teknik Informatika S1,4.0,Pilihan,,,,4.0,,5.0,,,0,4,4,,5.0,5.0,4.0,,,,5.0,-1.0,4.285714285714286,4.714285714285714,1,Karir Linear
10.0,2.0,4.0,,,5,4.0,,5.0,5,4,,Teknik Informatika S1,4.0,Pilihan,,,,4.0,,4.0,,,0,4,4,,5.0,4.0,4.0,,,,4.0,-1.0,4.285714285714286,4.285714285714286,1,Karir Linear
60.0,8.0,4.0,,,3,3.0,,5.0,2,2,,Teknik Informatika S1,2.0,,,,,11.0,,5.0,Pilihan,,0,2,2,,3.0,5.0,3.0,,,,5.0,3.0,2.2857142857142856,4.285714285714286,1,Karir Linear
6.0,2.0,5.0,,,5,5.0,,5.0,5,5,,Teknik Informatika S1,4.0,,,,,4.0,,4.0,,,0,4,4,Pilihan,5.0,4.0,4.0,,,,4.0,-2.0,4.428571428571429,4.571428571428571,1,Karir Linear
8.0,2.0,5.0,,,5,5.0,,4.0,5,5,,Teknik Informatika S1,4.0,,,,,3.0,,5.0,,,0,5,5,,4.0,5.0,4.0,,Pilihan,,4.0,-1.0,4.714285714285714,4.571428571428571,1,Karir Linear
7.0,2.0,5.0,,,5,5.0,,4.0,5,4,,Teknik Informatika S1,5.0,,,,,2.0,,5.0,,,0,5,4,,4.0,5.0,5.0,,,Pilihan,4.0,-3.0,4.714285714285714,4.571428571428571,1,Karir Linear
7.0,1.0,5.0,,,5,4.0,,5.0,5,5,,Teknik Informatika S1,4.0,,,,,2.0,,4.0,,,0,5,5,,5.0,5.0,5.0,,Pilihan,,5.0,-2.0,4.857142857142857,4.714285714285714,1,Karir Linear
10.0,2.0,4.0,,,5,4.0,,5.0,5,4,,Teknik Informatika S1,4.0,Pilihan,,,,4.0,,5.0,,,0,5,5,,5.0,5.0,4.0,,,,4.0,-3.0,4.571428571428571,4.571428571428571,1,Karir Linear
8.0,1.0,4.0,Pilihan,,4,4.0,,5.0,4,4,,Teknik Informatika S1,4.0,,,,,3.0,,4.0,,,0,4,4,,5.0,4.0,5.0,,,,4.0,-2.0,4.142857142857143,4.285714285714286,1,Karir Linear
8.0,2.0,4.0,,,4,5.0,,5.0,5,5,,Teknik Informatika S1,4.0,Pilihan,,,,6.0,,4.0,,,0,5,4,,5.0,5.0,5.0,,,,4.0,-2.0,4.571428571428571,4.571428571428571,1,Karir Linear
8.0,3.0,4.0,,,4,4.0,,5.0,5,5,,Teknik Informatika S1,5.0,,,,,5.0,,4.0,,,0,5,5,,5.0,5.0,5.0,,Pilihan,,4.0,-1.0,4.857142857142857,4.428571428571429,0,Karir Lintas Jalur
9.0,2.0,5.0,,,5,4.0,,5.0,5,5,,Teknik Informatika S1,4.0,Pilihan,,,,4.0,,5.0,,,0,4,5,,5.0,5.0,4.0,,,,5.0,-2.0,4.571428571428571,4.857142857142857,1,Karir Linear
7.0,2.0,4.0,,,5,5.0,,5.0,5,5,,Sistem Informasi S1,4.0,Pilihan,,,,3.0,,4.0,,,0,5,5,,5.0,5.0,4.0,,,,4.0,-2.0,4.714285714285714,4.571428571428571,0,Karir Lintas Jalur
11.0,3.0,5.0,,,5,4.0,,5.0,5,5,,Teknik Informatika S1,5.0,Pilihan,,,,7.0,,5.0,,,0,5,4,,5.0,5.0,5.0,,,,5.0,-2.0,4.857142857142857,4.857142857142857,0,Karir Lintas Jalur
1.0,1.0,5.0,,,4,4.0,,4.0,4,5,,Teknik Sipil S1,4.0,,,,,1.0,,5.0,,,SKK Konstruksi dari GATENSI,4,4,,4.0,4.0,4.0,,,,5.0,0.0,4.142857142857143,4.428571428571429,3,Karir Elit
100.0,25.0,5.0,,,3,3.0,,5.0,5,4,,Sistem Informasi S1,4.0,,,,,25.0,,5.0,,,0,3,4,Pilihan,5.0,5.0,3.0,,,,5.0,-1.0,3.7142857142857144,4.714285714285714,0,Karir Lintas Jalur
1.0,3.0,5.0,,,4,4.0,,5.0,4,4,,Hubungan Masyarakat,4.0,,,,,1.0,,5.0,,,Public Relations,4,4,,5.0,5.0,4.0,,,,5.0,0.0,4.0,4.857142857142857,0,Karir Lintas Jalur
42.0,35.0,5.0,,,5,3.0,,5.0,5,5,,Manajemen S1,5.0,Pilihan,,,,35.0,,4.0,,,0,5,5,Pilihan,5.0,5.0,5.0,,,,5.0,-1.0,5.0,4.571428571428571,1,Karir Linear
1.0,2.0,4.0,Pilihan,,3,4.0,,4.0,4,3,,Manajemen S1,4.0,,,,,5.0,,4.0,,,"Sertifikasi profesi Pemasaran Digital dari Lembaga Sertifikasi Profesi Manajemen Bisnis Kewirausahaan Mandiri, Masa Berlaku 3 Tahun",3,2,Pilihan,3.0,4.0,2.0,,,,4.0,48.0,3.0,3.857142857142857,0,Karir Lintas Jalur
20.0,5.0,4.0,,,4,3.0,,4.0,4,4,,Psikologi S1,4.0,,,,,5.0,,4.0,,,0,4,4,,4.0,4.0,3.0,,,,4.0,0.0,3.857142857142857,3.857142857142857,2,Karir Tertunda
6.0,3.0,4.0,Pilihan,,3,3.0,,4.0,4,3,,Psikologi S1,4.0,,,,,4.0,,4.0,,,0,4,3,,4.0,4.0,3.0,,,,4.0,-6.0,3.4285714285714284,3.857142857142857,3,Karir Elit
60.0,2.0,4.0,Pilihan,,4,2.0,,4.0,4,4,,Manajemen S1,4.0,,,,,2.0,,4.0,,,lembaga sertifikasi profesi manajemen keuangan,4,4,,3.0,3.0,4.0,,,,4.0,-1.0,4.0,3.4285714285714284,1,Karir Linear
50.0,8.0,4.0,,,4,3.0,,5.0,5,4,,Manajemen S1,5.0,,,,,10.0,,4.0,,,Lembaga Sertifikasi Profesi Manajemen Keuangan,4,4,Pilihan,5.0,4.0,5.0,,,,4.0,-2.0,4.428571428571429,4.142857142857143,1,Karir Linear
3.0,3.0,4.0,Pilihan,,4,3.0,,4.0,4,5,,Akuntansi S1,4.0,,,,,3.0,,4.0,,,0,4,5,Pilihan,4.0,5.0,4.0,,Pilihan,,4.0,0.0,4.285714285714286,4.0,0,Karir Lintas Jalur
3.0,5.0,5.0,,,4,5.0,,4.0,4,4,,Teknik Industri S1,4.0,,,,,10.0,,5.0,Pilihan,,0,4,4,,4.0,5.0,4.0,,,,5.0,36.0,4.0,4.714285714285714,3,Karir Elit
3.0,1.0,4.0,,,2,4.0,,4.0,3,3,,Desain Komunikasi Visual S1,3.0,,,,,1.0,,4.0,Pilihan,,Sertifikasi Amil Pelaksana dari BAZNAS dan BSN,2,2,,4.0,4.0,3.0,,,,4.0,12.0,2.5714285714285716,4.0,1,Karir Linear
100.0,6.0,4.0,,,4,3.0,,5.0,4,4,,Manajemen S1,4.0,,,Pilihan,,15.0,,4.0,,,Finance Manajemen dari lsp,4,4,,5.0,5.0,4.0,,,,5.0,-7.0,4.0,4.428571428571429,0,Karir Lintas Jalur
1.0,1.0,4.0,,,4,4.0,,5.0,4,5,,Manajemen S1,4.0,,,,,1.0,,4.0,,,0,4,4,,4.0,5.0,4.0,,,,5.0,0.0,4.142857142857143,4.428571428571429,1,Karir Linear
1.0,1.0,4.0,Pilihan,,4,4.0,,4.0,4,4,,Psikologi S1,4.0,,,,,1.0,,4.0,,,-,4,4,,4.0,4.0,4.0,,,,4.0,-2.0,4.0,4.0,0,Karir Lintas Jalur
30.0,10.0,4.0,,,4,4.0,,4.0,4,4,,Teknik Sipil S1,3.0,,,,,20.0,,4.0,,,0,3,2,Pilihan,2.0,4.0,4.0,,,,4.0,40.0,3.4285714285714284,3.7142857142857144,3,Karir Elit
2.0,2.0,4.0,Pilihan,,4,3.0,,4.0,5,4,,Teknik Sipil S1,4.0,,,,,2.0,,4.0,,,0,3,3,,4.0,4.0,3.0,,Pilihan,,4.0,-1.0,3.7142857142857144,3.857142857142857,1,Karir Linear
50.0,5.0,4.0,,,3,3.0,,5.0,3,4,,Teknik Mesin S1,4.0,,,Pilihan,,10.0,,5.0,,,0,3,3,Pilihan,4.0,5.0,2.0,,,,5.0,3.0,3.142857142857143,4.428571428571429,3,Karir Elit
10.0,1.0,3.0,Pilihan,,3,3.0,,4.0,4,3,,Teknik Sipil S1,4.0,,,,,1.0,,4.0,,,0,4,4,Pilihan,3.0,4.0,2.0,,,,4.0,-2.0,3.4285714285714284,3.5714285714285716,1,Karir Linear
2.0,2.0,5.0,,,5,3.0,,5.0,5,5,,Teknik Sipil S1,5.0,,,,,2.0,,4.0,,,Sertifikat Kompetensi Pengawas Pekerjaan Struktur Bangunan Gedung Utama - Jenjang 6 (masa berlaku 5 tahun),5,5,Pilihan,5.0,5.0,5.0,,,,5.0,1.0,5.0,4.571428571428571,0,Karir Lintas Jalur
5.0,3.0,5.0,Pilihan,Pilihan,4,4.0,,4.0,5,3,Pilihan,Teknik Sipil S1,4.0,,,,,2.0,,5.0,,,0,4,3,Pilihan,5.0,4.0,5.0,,Pilihan,Pilihan,5.0,6.0,4.0,4.571428571428571,0,Karir Lintas Jalur
1.0,1.0,5.0,,,5,5.0,,5.0,5,5,,Teknik Elektro S1,4.0,,,,,1.0,,5.0,,,Electrical engineering (BNSP),5,4,,5.0,5.0,5.0,,,,5.0,0.0,4.714285714285714,5.0,1,Karir Linear
50.0,12.0,5.0,,,4,3.0,,5.0,4,5,,Psikologi S1,4.0,,,,,15.0,,4.0,,,"1. Supervisor Rekrutmen dan Seleksi SDM
2. HR Staff
3. Training of Trainer",3,4,Pilihan,4.0,5.0,4.0,,Pilihan,,5.0,3.0,4.0,4.428571428571429,1,Karir Linear
9.0,4.0,5.0,,,5,5.0,,5.0,5,5,,Teknik Mesin S1,5.0,,,Pilihan,,4.0,,5.0,,,0,5,5,Pilihan,5.0,5.0,5.0,,,,5.0,6.0,5.0,5.0,3,Karir Elit
1.0,1.0,4.0,,,4,4.0,,4.0,4,4,,Teknik Elektro S1,4.0,,,,,1.0,,4.0,,,Boeing 737-600/-700/-800/-900 Aircraft Maintenance Engineer License Cat 3,4,4,,4.0,4.0,4.0,,,,4.0,0.0,4.0,4.0,0,Karir Lintas Jalur
1.0,1.0,5.0,,,4,4.0,,5.0,4,4,,Hubungan Masyarakat,4.0,,,,,1.0,,5.0,Pilihan,,0,4,4,,4.0,5.0,4.0,,,,5.0,0.0,4.0,4.714285714285714,0,Karir Lintas Jalur
20.0,5.0,4.0,,,5,3.0,,5.0,5,5,,Penyiaran,5.0,,,,Pilihan,5.0,,5.0,,,0,4,4,,4.0,5.0,5.0,,,,5.0,12.0,4.714285714285714,4.428571428571429,0,Karir Lintas Jalur
10.0,7.0,5.0,,Pilihan,2,5.0,,4.0,2,2,,Komunikasi Digital,3.0,,,,,7.0,Pilihan,5.0,,,0,2,2,Pilihan,5.0,5.0,2.0,,Pilihan,,5.0,6.0,2.142857142857143,4.857142857142857,3,Karir Elit
10.0,10.0,5.0,Pilihan,,5,5.0,,5.0,5,5,,Periklanan,4.0,,,,,10.0,,5.0,,,Tidak ada,5,5,,5.0,5.0,5.0,,,,5.0,120.0,4.857142857142857,5.0,1,Karir Linear
5.0,3.0,3.0,Pilihan,Pilihan,2,4.0,,4.0,4,3,Pilihan,Teknik Industri S1,3.0,,,,,3.0,,4.0,,,0,3,2,Pilihan,4.0,4.0,2.0,,Pilihan,,5.0,6.0,2.7142857142857144,4.0,3,Karir Elit
1.0,1.0,3.0,,,3,3.0,,3.0,3,3,,Teknik Industri S1,3.0,,,,,1.0,,3.0,,,0,3,3,,3.0,3.0,3.0,,,,3.0,0.0,3.0,3.0,0,Karir Lintas Jalur
30.0,3.0,4.0,,,4,3.0,,5.0,5,4,,Teknik Industri S1,3.0,,,,,8.0,,4.0,,,Sertifikat Kompetensi Perancangan Sistem Manufaktur BNSP,4,3,,4.0,4.0,4.0,,,,4.0,0.0,3.857142857142857,4.0,1,Karir Linear
3.0,3.0,4.0,,,3,3.0,,4.0,4,4,,Teknik Industri S1,4.0,,,Pilihan,,3.0,,3.0,,,0,3,3,Pilihan,4.0,4.0,3.0,,,,4.0,36.0,3.4285714285714284,3.7142857142857144,2,Karir Tertunda
30.0,3.0,4.0,,,4,4.0,,4.0,5,4,,Teknik Industri S1,4.0,Pilihan,,,Pilihan,3.0,,4.0,,,"Sertifikasi Profesi Perancangan Produk dan Proses Manufaktur dari Lembaga Sertifikasi Profesi  Sampai Agustus 2026
Sertifikasi Profesi Perancangan Sistem Manufaktur dari Lembaga Sertifikasi Profesi Sampai Agustus 2026",4,4,,4.0,5.0,4.0,,,,5.0,6.0,4.142857142857143,4.285714285714286,0,Karir Lintas Jalur
200.0,70.0,3.0,,,5,3.0,,5.0,5,5,,Teknik Industri S1,5.0,,,Pilihan,Pilihan,100.0,,3.0,,,"- Perancangan Sistem Manufaktur
- Perancangan Produk dan Proses Manufaktur",5,5,Pilihan,3.0,5.0,5.0,Pilihan,Pilihan,,5.0,6.0,5.0,3.857142857142857,3,Karir Elit
20.0,3.0,4.0,,,3,4.0,,4.0,4,4,,Teknik Industri S1,3.0,,,,,15.0,,4.0,,,0,3,3,,4.0,4.0,4.0,,,,4.0,0.0,3.4285714285714284,4.0,0,Karir Lintas Jalur
3.0,3.0,2.0,,,3,2.0,,4.0,4,4,,Teknik Industri S1,3.0,,,,,3.0,,3.0,,,0,3,3,Pilihan,3.0,3.0,3.0,,,Pilihan,4.0,36.0,3.2857142857142856,3.0,2,Karir Tertunda
20.0,15.0,4.0,Pilihan,Pilihan,3,4.0,,5.0,4,4,,Teknik Industri S1,5.0,,,,,18.0,,5.0,,,"Process and product design certification competence, manufacture design certification competence",5,4,,5.0,5.0,3.0,,,,5.0,84.0,4.0,4.714285714285714,3,Karir Elit
3.0,1.0,4.0,,,5,4.0,,4.0,5,5,,Teknik Industri S1,5.0,,,,,2.0,,4.0,,,SLP,5,1,,3.0,4.0,5.0,,,,4.0,0.0,4.428571428571429,3.857142857142857,0,Karir Lintas Jalur
25.0,10.0,3.0,,Pilihan,4,2.0,,4.0,5,4,,Teknik Industri S1,3.0,Pilihan,,,,10.0,,3.0,,,0,4,4,Pilihan,4.0,4.0,4.0,Pilihan,,Pilihan,4.0,-12.0,4.0,3.4285714285714284,1,Karir Linear
50.0,10.0,4.0,Pilihan,,4,3.0,,4.0,4,4,,Teknik Industri S1,3.0,,,,,20.0,,4.0,,,0,3,2,,3.0,4.0,4.0,,,,5.0,-1.0,3.4285714285714284,3.857142857142857,0,Karir Lintas Jalur
5.0,3.0,3.0,,,3,3.0,,4.0,4,4,,Teknik Industri S1,3.0,Pilihan,,,,3.0,,4.0,,,0,2,2,,4.0,4.0,3.0,,,,4.0,216.0,3.0,3.7142857142857144,3,Karir Elit
200.0,20.0,4.0,Pilihan,Pilihan,3,3.0,,5.0,4,4,,Psikologi S1,4.0,,,,,50.0,,5.0,,,Sertifikasi Profesi Supervisor Rekrutmen dan Seleksi SDM (BNSP),4,4,Pilihan,3.0,5.0,1.0,,,,5.0,1.0,3.4285714285714284,4.285714285714286,1,Karir Linear
5.0,2.0,4.0,,,3,4.0,,4.0,4,3,,Teknik Industri S1,3.0,,,,Pilihan,2.0,,4.0,,,"Sertifikasi English For Adults dari Lembaga Bahasa LIA, Manufactures Process and Prodyct Design dari BNSP",3,3,Pilihan,4.0,4.0,3.0,,,,4.0,12.0,3.142857142857143,4.0,0,Karir Lintas Jalur
7.0,3.0,4.0,,,3,3.0,,4.0,3,3,,Teknik Industri S1,3.0,,,,,3.0,,4.0,,,0,3,3,,4.0,4.0,3.0,,,Pilihan,4.0,6.0,3.0,3.857142857142857,0,Karir Lintas Jalur
20.0,5.0,4.0,Pilihan,,3,3.0,,5.0,4,3,,Teknik Industri S1,3.0,,,,,7.0,,3.0,,,0,4,3,,4.0,4.0,3.0,,Pilihan,,3.0,12.0,3.2857142857142856,3.7142857142857144,0,Karir Lintas Jalur
40.0,10.0,4.0,,,3,3.0,,4.0,3,4,,Psikologi S1,2.0,,,,,10.0,,5.0,,,0,2,2,Pilihan,5.0,5.0,3.0,,,,5.0,12.0,2.7142857142857144,4.428571428571429,1,Karir Linear
7.0,5.0,5.0,Pilihan,,4,3.0,,4.0,4,5,,Hubungan Masyarakat,5.0,,,,,5.0,,5.0,,,Sertifikasi profesi Humas Senior dari Lembaga Sertifikasi Profesi,5,5,,4.0,4.0,5.0,,,,5.0,6.0,4.714285714285714,4.285714285714286,0,Karir Lintas Jalur
1.0,1.0,4.0,,,4,4.0,,4.0,4,4,,Teknik Industri S1,2.0,,,,,1.0,,3.0,Pilihan,,Public speaking skills by Toastmasters International,2,4,,4.0,4.0,4.0,,,,4.0,14.0,3.4285714285714284,3.857142857142857,3,Karir Elit
5.0,4.0,4.0,Pilihan,,4,4.0,,5.0,4,4,,Teknik Industri S1,4.0,,,,,4.0,,4.0,,,Sertifikat Penyelia Halal dari BPJPH,4,4,,4.0,4.0,4.0,,,,4.0,48.0,4.0,4.142857142857143,2,Karir Tertunda
10.0,5.0,4.0,,,3,3.0,,4.0,4,4,,Teknik Industri S1,3.0,,,,,8.0,,4.0,,,0,3,3,Pilihan,4.0,4.0,3.0,,,,4.0,0.0,3.2857142857142856,3.857142857142857,1,Karir Linear
1.0,1.0,4.0,,,3,4.0,,4.0,4,4,,Teknik Industri S1,3.0,,,,,1.0,,4.0,Pilihan,,Sertifikasi Profesi Aktifitas Perancangan Khusus dari Badan Nasional Sertifikasi Profesi No. 74100.2141.0000342.2023 terkait Perancangan Sistem Manufaktur dan No. 74100.2141.0000343.2023 terkait Perancangan Produk dan Proses Manufaktur,3,3,,4.0,4.0,3.0,,,,4.0,0.0,3.2857142857142856,4.0,3,Karir Elit
50.0,10.0,5.0,,,4,2.0,,5.0,4,5,,Penyiaran,5.0,,,,,10.0,,5.0,,,Sertifikat Kompetensi Asisten Produser Televisi,5,4,Pilihan,5.0,5.0,5.0,,,,5.0,-1.0,4.571428571428571,4.571428571428571,1,Karir Linear
500.0,20.0,5.0,,Pilihan,5,5.0,,4.0,5,5,,Teknik Industri S1,5.0,,,Pilihan,,50.0,,5.0,,,0,5,5,Pilihan,5.0,5.0,5.0,,Pilihan,Pilihan,5.0,3.0,5.0,4.857142857142857,3,Karir Elit
1.0,1.0,4.0,,,4,4.0,,5.0,4,4,,Teknik Industri S1,1.0,,,,,1.0,,4.0,,,0,1,1,,5.0,5.0,4.0,,,,4.0,0.0,2.7142857142857144,4.428571428571429,3,Karir Elit
7.0,4.0,5.0,Pilihan,Pilihan,3,4.0,,5.0,3,3,,Sistem Informasi S1,3.0,Pilihan,,,,5.0,Pilihan,4.0,,,"CCNA, BNSP",3,3,Pilihan,4.0,5.0,3.0,,Pilihan,,5.0,6.0,3.0,4.571428571428571,1,Karir Linear
